2.800,-1.493,0.112,-2.747,-0.273,-1.931,-0.137
2.820,-1.497,0.073,-2.749,-0.192,-1.955,-0.096
2.840,-1.499,0.034,-2.750,-0.111,-1.971,-0.055
2.860,-1.500,-0.006,-2.750,-0.029,-1.978,-0.015
2.880,-1.499,-0.045,-2.749,0.052,-1.977,0.026
2.900,-1.496,-0.085,-2.748,0.134,-1.967,0.067
2.920,-1.492,-0.124,-2.746,0.215,-1.949,0.108
2.940,-1.486,-0.162,-2.743,0.297,-1.922,0.148
2.960,-1.478,-0.200,-2.739,0.377,-1.887,0.189
2.980,-1.469,-0.237,-2.735,0.458,-1.843,0.229
3.000,-1.459,-0.272,-2.729,0.538,-1.792,0.269
3.020,-1.446,-0.307,-2.723,0.617,-1.733,0.309
3.040,-1.432,-0.340,-2.716,0.696,-1.666,0.348
3.060,-1.417,-0.372,-2.708,0.774,-1.592,0.387
3.080,-1.400,-0.402,-2.700,0.851,-1.511,0.425
3.100,-1.381,-0.431,-2.691,0.927,-1.423,0.463
3.120,-1.361,-0.457,-2.681,1.002,-1.329,0.501
3.140,-1.340,-0.482,-2.670,1.076,-1.230,0.538
3.160,-1.317,-0.505,-2.658,1.149,-1.125,0.575
3.180,-1.292,-0.525,-2.646,1.221,-1.015,0.610
3.200,-1.266,-0.543,-2.633,1.291,-0.901,0.645
3.220,-1.239,-0.559,-2.620,1.360,-0.783,0.680
3.240,-1.211,-0.572,-2.605,1.427,-0.662,0.714
3.260,-1.181,-0.583,-2.590,1.493,-0.537,0.747
3.280,-1.150,-0.591,-2.575,1.557,-0.410,0.779
3.300,-1.117,-0.596,-2.559,1.620,-0.282,0.810
3.320,-1.084,-0.599,-2.542,1.681,-0.152,0.840
3.340,-1.049,-0.600,-2.524,1.740,-0.022,0.870
3.360,-1.013,-0.598,-2.506,1.797,0.109,0.898
3.380,-0.976,-0.593,-2.488,1.852,0.239,0.926
3.400,-0.938,-0.586,-2.469,1.905,0.368,0.952
3.420,-0.899,-0.576,-2.449,1.956,0.495,0.978
3.440,-0.859,-0.563,-2.429,2.005,0.620,1.002
3.460,-0.818,-0.548,-2.409,2.052,0.743,1.026
3.480,-0.776,-0.531,-2.388,2.096,0.862,1.048
3.500,-0.733,-0.512,-2.366,2.138,0.978,1.069
3.520,-0.689,-0.490,-2.345,2.178,1.089,1.089
3.540,-0.645,-0.466,-2.323,2.216,1.196,1.108
3.560,-0.600,-0.440,-2.300,2.251,1.297,1.125
3.580,-0.554,-0.412,-2.277,2.283,1.393,1.142
3.600,-0.508,-0.382,-2.254,2.314,1.482,1.157
3.620,-0.461,-0.351,-2.231,2.341,1.565,1.171
3.640,-0.414,-0.318,-2.207,2.366,1.642,1.183
3.660,-0.366,-0.284,-2.183,2.389,1.711,1.194
3.680,-0.318,-0.249,-2.159,2.409,1.773,1.204
3.700,-0.269,-0.212,-2.135,2.426,1.827,1.213
3.720,-0.221,-0.175,-2.110,2.441,1.873,1.220
3.740,-0.172,-0.136,-2.086,2.453,1.911,1.226
3.760,-0.122,-0.098,-2.061,2.462,1.941,1.231
3.780,-0.073,-0.058,-2.037,2.469,1.962,1.234
3.800,-0.024,-0.019,-2.012,2.473,1.975,1.236
3.820,0.026,0.021,-1.987,2.474,1.979,1.237
3.840,0.075,0.060,-1.962,2.472,1.974,1.236
3.860,0.125,0.099,-1.938,2.468,1.961,1.234
3.880,0.174,0.138,-1.913,2.462,1.940,1.231
3.900,0.223,0.176,-1.888,2.452,1.910,1.226
3.920,0.272,0.214,-1.864,2.440,1.871,1.220
3.940,0.320,0.250,-1.840,2.425,1.825,1.213
3.960,0.368,0.286,-1.816,2.408,1.770,1.204
3.980,0.416,0.320,-1.792,2.388,1.708,1.194
4.000,0.464,0.353,-1.768,2.365,1.638,1.183
4.020,0.510,0.384,-1.745,2.340,1.562,1.170
4.040,0.557,0.413,-1.722,2.312,1.478,1.156
4.060,0.602,0.441,-1.699,2.282,1.388,1.141
4.080,0.647,0.467,-1.676,2.249,1.292,1.125
4.100,0.691,0.491,-1.654,2.214,1.191,1.107
4.120,0.735,0.513,-1.633,2.176,1.084,1.088
4.140,0.778,0.532,-1.611,2.136,0.972,1.068
4.160,0.820,0.549,-1.590,2.094,0.857,1.047
4.180,0.861,0.564,-1.570,2.049,0.737,1.025
4.200,0.901,0.576,-1.550,2.003,0.614,1.001
4.220,0.940,0.586,-1.530,1.954,0.489,0.977
4.240,0.978,0.593,-1.511,1.902,0.362,0.951
4.260,1.015,0.598,-1.493,1.849,0.233,0.925
4.280,1.051,0.600,-1.475,1.794,0.103,0.897
4.300,1.085,0.599,-1.457,1.737,-0.028,0.868
4.320,1.119,0.596,-1.441,1.678,-0.158,0.839
4.340,1.151,0.590,-1.424,1.617,-0.288,0.808
4.360,1.182,0.582,-1.409,1.554,-0.416,0.777
4.380,1.212,0.571,-1.394,1.490,-0.543,0.745
4.400,1.241,0.558,-1.380,1.424,-0.667,0.712
4.420,1.268,0.542,-1.366,1.357,-0.789,0.678
4.440,1.294,0.524,-1.353,1.288,-0.907,0.644
4.460,1.318,0.504,-1.341,1.217,-1.021,0.609
4.480,1.341,0.481,-1.330,1.146,-1.130,0.573
4.500,1.362,0.456,-1.319,1.073,-1.235,0.536
4.520,1.382,0.430,-1.309,0.999,-1.334,0.499
4.540,1.401,0.401,-1.300,0.923,-1.428,0.462
4.560,1.418,0.371,-1.291,0.847,-1.515,0.424
4.580,1.433,0.339,-1.284,0.770,-1.595,0.385
4.600,1.447,0.305,-1.277,0.692,-1.669,0.346
4.620,1.459,0.271,-1.270,0.613,-1.736,0.307
4.640,1.470,0.235,-1.265,0.534,-1.794,0.267
4.660,1.479,0.198,-1.261,0.454,-1.846,0.227
4.680,1.486,0.160,-1.257,0.374,-1.889,0.187
4.700,1.492,0.122,-1.254,0.293,-1.923,0.146
4.720,1.496,0.083,-1.252,0.212,-1.950,0.106
4.740,1.499,0.043,-1.250,0.130,-1.968,0.065
4.760,1.500,0.004,-1.250,0.049,-1.977,0.024
4.780,1.499,-0.036,-1.250,-0.033,-1.978,-0.017
4.800,1.497,-0.075,-1.251,-0.115,-1.970,-0.057
4.820,1.493,-0.114,-1.253,-0.196,-1.954,-0.098
4.840,1.488,-0.153,-1.256,-0.277,-1.929,-0.139
4.860,1.480,-0.191,-1.260,-0.358,-1.896,-0.179
4.880,1.472,-0.228,-1.264,-0.439,-1.854,-0.219
4.900,1.461,-0.264,-1.269,-0.519,-1.805,-0.259
4.920,1.449,-0.299,-1.275,-0.598,-1.747,-0.299
4.940,1.436,-0.333,-1.282,-0.677,-1.682,-0.339
4.960,1.421,-0.365,-1.290,-0.755,-1.610,-0.378
4.980,1.404,-0.395,-1.298,-0.833,-1.531,-0.416
5.000,1.386,-0.424,-1.307,-0.909,-1.445,-0.454
5.020,1.366,-0.451,-1.317,-0.984,-1.352,-0.492
5.040,1.345,-0.476,-1.328,-1.059,-1.254,-0.529
5.060,1.322,-0.499,-1.339,-1.132,-1.151,-0.566
5.080,1.298,-0.520,-1.351,-1.204,-1.042,-0.602
5.100,1.273,-0.539,-1.364,-1.274,-0.929,-0.637
5.120,1.246,-0.555,-1.377,-1.344,-0.811,-0.672
5.140,1.218,-0.569,-1.391,-1.411,-0.691,-0.706
5.160,1.188,-0.580,-1.406,-1.478,-0.567,-0.739
5.180,1.157,-0.589,-1.421,-1.542,-0.441,-0.771
5.200,1.125,-0.595,-1.437,-1.605,-0.313,-0.803
5.220,1.092,-0.599,-1.454,-1.666,-0.183,-0.833
5.240,1.057,-0.600,-1.471,-1.726,-0.053,-0.863
5.260,1.022,-0.598,-1.489,-1.783,0.078,-0.892
5.280,0.985,-0.594,-1.508,-1.839,0.208,-0.919
5.300,0.947,-0.588,-1.526,-1.892,0.337,-0.946
5.320,0.908,-0.578,-1.546,-1.944,0.465,-0.972
5.340,0.868,-0.566,-1.566,-1.993,0.591,-0.997
5.360,0.827,-0.552,-1.586,-2.041,0.714,-1.020
5.380,0.786,-0.535,-1.607,-2.086,0.834,-1.043
5.400,0.743,-0.516,-1.628,-2.128,0.951,-1.064
5.420,0.700,-0.495,-1.650,-2.169,1.063,-1.084
5.440,0.656,-0.472,-1.672,-2.207,1.171,-1.103
5.460,0.611,-0.446,-1.695,-2.243,1.273,-1.121
5.480,0.565,-0.419,-1.717,-2.276,1.370,-1.138
5.500,0.519,-0.390,-1.740,-2.307,1.462,-1.153
5.520,0.472,-0.359,-1.764,-2.335,1.546,-1.167
5.540,0.425,-0.326,-1.787,-2.360,1.624,-1.180
5.560,0.378,-0.292,-1.811,-2.384,1.695,-1.192
5.580,0.330,-0.257,-1.835,-2.404,1.759,-1.202
5.600,0.281,-0.221,-1.859,-2.422,1.815,-1.211
5.620,0.232,-0.184,-1.884,-2.437,1.863,-1.219
5.640,0.183,-0.146,-1.908,-2.450,1.903,-1.225
5.660,0.134,-0.107,-1.933,-2.460,1.935,-1.230
5.680,0.085,-0.068,-1.958,-2.467,1.958,-1.234
5.700,0.035,-0.028,-1.982,-2.472,1.972,-1.236
5.720,-0.014,0.011,-2.007,-2.474,1.979,-1.237
5.740,-0.064,0.051,-2.032,-2.473,1.976,-1.237
5.760,-0.113,0.090,-2.056,-2.470,1.965,-1.235
5.780,-0.162,0.129,-2.081,-2.463,1.946,-1.232
5.800,-0.211,0.167,-2.106,-2.455,1.917,-1.227
5.820,-0.260,0.205,-2.130,-2.443,1.881,-1.222
5.840,-0.309,0.242,-2.154,-2.429,1.836,-1.214
5.860,-0.357,0.277,-2.179,-2.412,1.784,-1.206
5.880,-0.405,0.312,-2.202,-2.393,1.723,-1.196
5.900,-0.452,0.345,-2.226,-2.371,1.656,-1.185
5.920,-0.499,0.377,-2.250,-2.346,1.581,-1.173
5.940,-0.546,0.407,-2.273,-2.319,1.499,-1.159
5.960,-0.591,0.435,-2.296,-2.289,1.410,-1.145
5.980,-0.637,0.461,-2.318,-2.257,1.316,-1.129
6.000,-0.681,0.485,-2.340,-2.222,1.215,-1.111
6.020,-0.725,0.508,-2.362,-2.185,1.110,-1.093
6.040,-0.768,0.528,-2.384,-2.146,0.999,-1.073
6.060,-0.810,0.545,-2.405,-2.104,0.885,-1.052
6.080,-0.851,0.561,-2.425,-2.060,0.766,-1.030
6.100,-0.891,0.573,-2.446,-2.014,0.644,-1.007
6.120,-0.930,0.584,-2.465,-1.965,0.519,-0.983
6.140,-0.969,0.592,-2.484,-1.915,0.392,-0.957
6.160,-1.006,0.597,-2.503,-1.862,0.263,-0.931
6.180,-1.042,0.600,-2.521,-1.807,0.134,-0.904
6.200,-1.077,0.600,-2.539,-1.751,0.003,-0.875
6.220,-1.111,0.597,-2.556,-1.692,-0.127,-0.846
6.240,-1.144,0.592,-2.572,-1.632,-0.257,-0.816
6.260,-1.175,0.584,-2.588,-1.569,-0.386,-0.785
6.280,-1.205,0.574,-2.603,-1.505,-0.513,-0.753
6.300,-1.234,0.561,-2.617,-1.440,-0.638,-0.720
6.320,-1.261,0.546,-2.631,-1.373,-0.760,-0.686
6.340,-1.288,0.528,-2.644,-1.304,-0.879,-0.652
6.360,-1.312,0.509,-2.656,-1.234,-0.994,-0.617
6.380,-1.335,0.487,-2.668,-1.163,-1.105,-0.581
6.400,-1.357,0.462,-2.679,-1.090,-1.210,-0.545
6.420,-1.378,0.436,-2.689,-1.016,-1.311,-0.508
6.440,-1.396,0.408,-2.698,-0.941,-1.406,-0.471
6.460,-1.414,0.378,-2.707,-0.865,-1.495,-0.433
6.480,-1.429,0.347,-2.715,-0.788,-1.577,-0.394
6.500,-1.444,0.313,-2.722,-0.711,-1.652,-0.355
6.520,-1.456,0.279,-2.728,-0.632,-1.720,-0.316
6.540,-1.467,0.243,-2.734,-0.553,-1.781,-0.276
6.560,-1.477,0.207,-2.738,-0.473,-1.834,-0.237
6.580,-1.485,0.169,-2.742,-0.393,-1.879,-0.196
6.600,-1.491,0.131,-2.745,-0.312,-1.916,-0.156
6.620,-1.496,0.092,-2.748,-0.231,-1.944,-0.115
6.640,-1.499,0.053,-2.749,-0.150,-1.964,-0.075
6.660,-1.500,0.013,-2.750,-0.068,-1.976,-0.034
6.680,-1.500,-0.026,-2.750,0.014,-1.979,0.007
6.700,-1.498,-0.066,-2.749,0.095,-1.973,0.048
6.720,-1.494,-0.105,-2.747,0.177,-1.959,0.088
6.740,-1.489,-0.144,-2.745,0.258,-1.936,0.129
6.760,-1.482,-0.182,-2.741,0.339,-1.905,0.169
6.780,-1.474,-0.219,-2.737,0.420,-1.865,0.210
6.800,-1.464,-0.255,-2.732,0.500,-1.817,0.250
6.820,-1.452,-0.291,-2.726,0.579,-1.762,0.290
6.840,-1.439,-0.325,-2.720,0.658,-1.699,0.329
6.860,-1.424,-0.357,-2.712,0.737,-1.628,0.368
6.880,-1.408,-0.388,-2.704,0.814,-1.550,0.407
6.900,-1.390,-0.418,-2.695,0.891,-1.466,0.445
6.920,-1.371,-0.445,-2.685,0.966,-1.375,0.483
6.940,-1.350,-0.471,-2.675,1.041,-1.278,0.521
6.960,-1.328,-0.494,-2.664,1.114,-1.176,0.557
6.980,-1.304,-0.515,-2.652,1.187,-1.068,0.593
7.000,-1.279,-0.535,-2.639,1.258,-0.956,0.629
7.020,-1.252,-0.551,-2.626,1.327,-0.840,0.664
7.040,-1.225,-0.566,-2.612,1.395,-0.720,0.698
7.060,-1.195,-0.578,-2.598,1.462,-0.597,0.731
7.080,-1.165,-0.587,-2.582,1.527,-0.471,0.763
7.100,-1.133,-0.594,-2.566,1.590,-0.343,0.795
7.120,-1.100,-0.598,-2.550,1.652,-0.214,0.826
7.140,-1.066,-0.600,-2.533,1.712,-0.084,0.856
7.160,-1.030,-0.599,-2.515,1.770,0.047,0.885
7.180,-0.994,-0.596,-2.497,1.826,0.177,0.913
7.200,-0.956,-0.589,-2.478,1.880,0.306,0.940
7.220,-0.917,-0.581,-2.459,1.932,0.435,0.966
7.240,-0.878,-0.569,-2.439,1.982,0.561,0.991
7.260,-0.837,-0.556,-2.419,2.030,0.685,1.015
7.280,-0.796,-0.540,-2.398,2.075,0.806,1.038
7.300,-0.753,-0.521,-2.377,2.118,0.923,1.059
7.320,-0.710,-0.500,-2.355,2.159,1.037,1.080
7.340,-0.666,-0.478,-2.333,2.198,1.145,1.099
7.360,-0.622,-0.453,-2.311,2.234,1.249,1.117
7.380,-0.576,-0.426,-2.288,2.268,1.348,1.134
7.400,-0.530,-0.397,-2.265,2.299,1.440,1.150
7.420,-0.484,-0.366,-2.242,2.328,1.527,1.164
7.440,-0.437,-0.334,-2.218,2.355,1.606,1.177
7.460,-0.389,-0.301,-2.194,2.378,1.679,1.189
7.480,-0.341,-0.266,-2.170,2.400,1.744,1.200
7.500,-0.293,-0.230,-2.146,2.418,1.802,1.209
7.520,-0.244,-0.193,-2.122,2.434,1.852,1.217
7.540,-0.195,-0.155,-2.098,2.447,1.894,1.224
7.560,-0.146,-0.116,-2.073,2.458,1.928,1.229
7.580,-0.097,-0.077,-2.048,2.466,1.953,1.233
7.600,-0.047,-0.038,-2.024,2.471,1.970,1.236
7.620,0.002,0.002,-1.999,2.474,1.978,1.237
7.640,0.052,0.041,-1.974,2.473,1.978,1.237
7.660,0.101,0.081,-1.949,2.471,1.969,1.235
7.680,0.151,0.120,-1.925,2.465,1.951,1.233
7.700,0.200,0.158,-1.900,2.457,1.925,1.228
7.720,0.249,0.196,-1.876,2.446,1.890,1.223
7.740,0.297,0.233,-1.851,2.433,1.848,1.216
7.760,0.346,0.269,-1.827,2.416,1.797,1.208
7.780,0.394,0.304,-1.803,2.398,1.739,1.199
7.800,0.441,0.337,-1.779,2.376,1.672,1.188
7.820,0.488,0.369,-1.756,2.352,1.599,1.176
7.840,0.535,0.400,-1.733,2.326,1.519,1.163
7.860,0.581,0.428,-1.710,2.297,1.432,1.148
7.880,0.626,0.455,-1.687,2.265,1.339,1.132
7.900,0.670,0.480,-1.665,2.231,1.240,1.115
7.920,0.714,0.503,-1.643,2.194,1.135,1.097
7.940,0.757,0.523,-1.621,2.156,1.026,1.078
7.960,0.800,0.541,-1.600,2.114,0.912,1.057
7.980,0.841,0.557,-1.579,2.071,0.794,1.035
8.000,0.882,0.571,-1.559,2.025,0.673,1.013
8.020,0.921,0.582,-1.539,1.977,0.549,0.989
8.040,0.960,0.590,-1.520,1.927,0.423,0.964
8.060,0.997,0.596,-1.501,1.875,0.294,0.937
8.080,1.034,0.599,-1.483,1.821,0.165,0.910
8.100,1.069,0.600,-1.466,1.764,0.034,0.882
8.120,1.103,0.598,-1.448,1.706,-0.096,0.853
8.140,1.136,0.593,-1.432,1.646,-0.226,0.823
8.160,1.168,0.586,-1.416,1.584,-0.356,0.792
8.180,1.198,0.577,-1.401,1.521,-0.483,0.760
8.200,1.227,0.565,-1.386,1.456,-0.609,0.728
8.220,1.255,0.550,-1.372,1.389,-0.731,0.694
8.240,1.281,0.533,-1.359,1.321,-0.851,0.660
8.260,1.306,0.514,-1.347,1.251,-0.967,0.625
8.280,1.330,0.492,-1.335,1.180,-1.079,0.590
8.300,1.352,0.468,-1.324,1.108,-1.186,0.554
8.320,1.373,0.443,-1.314,1.034,-1.288,0.517
8.340,1.392,0.415,-1.304,0.959,-1.384,0.480
8.360,1.410,0.385,-1.295,0.884,-1.474,0.442
8.380,1.426,0.354,-1.287,0.807,-1.558,0.403
8.400,1.440,0.321,-1.280,0.729,-1.635,0.365
8.420,1.453,0.287,-1.273,0.651,-1.705,0.325
8.440,1.465,0.252,-1.268,0.572,-1.767,0.286
8.460,1.475,0.216,-1.263,0.492,-1.822,0.246
8.480,1.483,0.178,-1.259,0.412,-1.869,0.206
8.500,1.490,0.140,-1.255,0.331,-1.908,0.166
8.520,1.495,0.101,-1.253,0.250,-1.938,0.125
8.540,1.498,0.062,-1.251,0.169,-1.960,0.084
8.560,1.500,0.023,-1.250,0.087,-1.974,0.044
8.580,1.500,-0.017,-1.250,0.006,-1.979,0.003
8.600,1.498,-0.056,-1.251,-0.076,-1.975,-0.038
8.620,1.495,-0.096,-1.252,-0.157,-1.963,-0.079
8.640,1.490,-0.135,-1.255,-0.239,-1.942,-0.119
8.660,1.484,-0.173,-1.258,-0.320,-1.913,-0.160
8.680,1.476,-0.210,-1.262,-0.400,-1.875,-0.200
8.700,1.466,-0.247,-1.267,-0.481,-1.829,-0.240
8.720,1.455,-0.282,-1.272,-0.561,-1.776,-0.280
8.740,1.442,-0.317,-1.279,-0.640,-1.714,-0.320
8.760,1.428,-0.350,-1.286,-0.718,-1.645,-0.359
8.780,1.412,-0.381,-1.294,-0.796,-1.569,-0.398
8.800,1.395,-0.411,-1.303,-0.873,-1.486,-0.436
8.820,1.376,-0.439,-1.312,-0.949,-1.397,-0.474
8.840,1.355,-0.465,-1.322,-1.023,-1.302,-0.512
8.860,1.333,-0.489,-1.333,-1.097,-1.201,-0.549
8.880,1.310,-0.511,-1.345,-1.170,-1.094,-0.585
8.900,1.285,-0.530,-1.357,-1.241,-0.983,-0.620
